REF,ROD,HORA,JOGO,ESTÁDIO,CIDADE,UF,DATA,DIA,TimeMandante,UF_M,Gols_M,Gols_V,TimeVisitante,UF_V,GolMandante,GolVisitante,ROD_NUM
172,18ª,16:00,Atlético                          MG 2  x  0  Vasco da Gama           RJ,Arena MRV,Belo Horizonte,MG,21/07,dom,Atlético,MG,2,0,Vasco da Gama,RJ,Atlético MG - 2,Vasco da Gama RJ - 0,18
173,18ª,16:00,Bahia                            BA  0  x  1  Corinthians                   SP,Arena Fonte Nova,Salvador,BA,21/07,dom,Bahia,BA,0,1,Corinthians,SP,Bahia BA - 0,Corinthians SP - 1,18
180,18ª,18:30,Juventude                     RS  0  x  0  São Paulo                    SP,Mané Garrincha,Brasília,DF,21/07,dom,Juventude,RS,0,0,São Paulo,SP,Juventude RS - 0,São Paulo SP - 0,18
178,18ª,18:30,Fortaleza                      CE  3  x  1  Atlético                         GO,Arena Castelão,Fortaleza,CE,21/07,dom,Fortaleza,CE,3,1,Atlético,GO,Fortaleza CE - 3,Atlético GO - 1,18
177,18ª,18:30,Red Bull Bragantino     SP  1  x  0  Athletico                       PR,Nabi Abi Chedid,Bragança Paulista,SP,21/07,dom,Red Bull Bragantino,SP,1,0,Athletico,PR,Red Bull Bragantino SP - 1,Athletico PR - 0,18
179,18ª,20:00,Cuiabá                          MT  0  x  1  Fluminense                  RJ,Arena Pantanal,Cuiabá,MT,21/07,dom,Cuiabá,MT,0,1,Fluminense,RJ,Cuiabá MT - 0,Fluminense RJ - 1,18
182,19ª,19:00,Cruzeiro                        MG 2  x  0  Juventude                    RS,Mineirão,Belo Horizonte,MG,24/07,qua,Cruzeiro,MG,2,0,Juventude,RS,Cruzeiro MG - 2,Juventude RS - 0,19
187,19ª,19:30,São Paulo                     SP  2  x  2  Botafogo                      RJ,Morumbis,São Paulo,SP,24/07,qua,São Paulo,SP,2,2,Botafogo,RJ,São Paulo SP - 2,Botafogo RJ - 2,19
183,19ª,20:00,Vitória                           BA  1  x  2  Flamengo                     RJ,Manoel Barradas,Salvador,BA,24/07,qua,Vitória,BA,1,2,Flamengo,RJ,Vitória BA - 1,Flamengo RJ - 2,19
184,19ª,21:30,Fluminense                   RJ  1  x  0  Palmeiras                     SP,Maracanã,Rio de Janeiro,RJ,24/07,qua,Fluminense,RJ,1,0,Palmeiras,SP,Fluminense RJ - 1,Palmeiras SP - 0,19
189,19ª,21:30,Atlético                          GO 1  x  1  Bahia                            BA,Antônio Accioly,Goiânia,GO,24/07,qua,Atlético,GO,1,1,Bahia,BA,Atlético GO - 1,Bahia BA - 1,19
186,19ª,20:00,Corinthians                   SP  2  x  2  Grêmio                         RS,Neo Química  Arena,São Paulo,SP,25/07,qui,Corinthians,SP,2,2,Grêmio,RS,Corinthians SP - 2,Grêmio RS - 2,19
190,19ª,19:30,Criciúma                       SC  1  x  0  Red Bull Bragantino    SP,Heriberto Hulse,Criciúma,SC,28/08,qua,Criciúma,SC,1,0,Red Bull Bragantino,SP,Criciúma SC - 1,Red Bull Bragantino SP - 0,19
181,19ª,19:30,Internacional                 RS  2  x  1  Fortaleza                      CE,Beira-Rio,Porto Alegre,RS,11/09,qua,Internacional,RS,2,1,Fortaleza,CE,Internacional RS - 2,Fortaleza CE - 1,19
185,19ª,19:00,Vasco da Gama           RJ  1  x  0  Cuiabá                          MT,São Januário,Rio de Janeiro,RJ,24/10,qui,Vasco da Gama,RJ,1,0,Cuiabá,MT,Vasco da Gama RJ - 1,Cuiabá MT - 0,19
188,19ª,18:30,Athletico                       PR  1  x  0  Atlético                         MG,Ligga Arena,Curitiba,PR,24/10,qui,Athletico,PR,1,0,Atlético,MG,Athletico PR - 1,Atlético MG - 0,19
196,20ª,19:00,Palmeiras                     SP  0  x  2  Vitória                           BA,Allianz Parque,São Paulo,SP,2025-07-27 00:00:00,sab,Palmeiras,SP,0,2,Vitória,BA,Palmeiras SP - 0,Vitória BA - 2,20
200,20ª,19:00,Juventude                     RS  1  x  2  Criciúma                       SC,Alfredo Jaconi,Caxias do Sul,RS,2025-07-27 00:00:00,sab,Juventude,RS,1,2,Criciúma,SC,Juventude RS - 1,Criciúma SC - 2,20
193,20ª,20:00,Bahia                            BA  1  x  1  Internacional                RS,Arena Fonte Nova,Salvador,BA,2025-07-27 00:00:00,sab,Bahia,BA,1,1,Internacional,RS,Bahia BA - 1,Internacional RS - 1,20
195,20ª,21:30,Botafogo                       RJ  0  x  3  Cruzeiro                       MG,Nilton Santos,Rio de Janeiro,RJ,2025-07-27 00:00:00,sab,Botafogo,RJ,0,3,Cruzeiro,MG,Botafogo RJ - 0,Cruzeiro MG - 3,20
198,20ª,21:30,Fortaleza                      CE  1  x  0  São Paulo                    SP,Arena Castelão,Fortaleza,CE,2025-07-27 00:00:00,sab,Fortaleza,CE,1,0,São Paulo,SP,Fortaleza CE - 1,São Paulo SP - 0,20
197,20ª,11:00,Red Bull Bragantino     SP  0  x  1  Fluminense                  RJ,Nabi Abi Chedid,Bragança Paulista,SP,28/07,dom,Red Bull Bragantino,SP,0,1,Fluminense,RJ,Red Bull Bragantino SP - 0,Fluminense RJ - 1,20
194,20ª,16:00,Flamengo                     RJ  2  x  0  Atlético                         GO,Maracanã,Rio de Janeiro,RJ,28/07,dom,Flamengo,RJ,2,0,Atlético,GO,Flamengo RJ - 2,Atlético GO - 0,20
191,20ª,19:00,Grêmio                          RS  1  x  0  Vasco da Gama           RJ,Arena Condá,Chapecó,SC,28/07,dom,Grêmio,RS,1,0,Vasco da Gama,RJ,Grêmio RS - 1,Vasco da Gama RJ - 0,20
192,20ª,19:00,Atlético                          MG 2  x  1  Corinthians                   SP,Arena MRV,Belo Horizonte,MG,28/07,dom,Atlético,MG,2,1,Corinthians,SP,Atlético MG - 2,Corinthians SP - 1,20
199,20ª,19:00,Cuiabá                          MT  1  x  2  Athletico                       PR,Arena Pantanal,Cuiabá,MT,28/07,dom,Cuiabá,MT,1,2,Athletico,PR,Cuiabá MT - 1,Athletico PR - 2,20
203,21ª,16:00,Vitória                           BA  1  x  0  Cuiabá                          MT,Manoel Barradas,Salvador,BA,2025-08-03 00:00:00,sab,Vitória,BA,1,0,Cuiabá,MT,Vitória BA - 1,Cuiabá MT - 0,21
205,21ª,19:00,Vasco da Gama           RJ  2  x  2  Red Bull Bragantino    SP,São Januário,Rio de Janeiro,RJ,2025-08-03 00:00:00,sab,Vasco da Gama,RJ,2,2,Red Bull Bragantino,SP,Vasco da Gama RJ - 2,Red Bull Bragantino SP - 2,21
209,21ª,20:00,Atlético                          GO 1  x  4  Botafogo                      RJ,Antônio Accioly,Goiânia,GO,2025-08-03 00:00:00,sab,Atlético,GO,1,4,Botafogo,RJ,Atlético GO - 1,Botafogo RJ - 4,21
210,21ª,20:00,Criciúma                       SC  2  x  1  Atlético                         MG,Heriberto Hulse,Criciúma,SC,2025-08-03 00:00:00,sab,Criciúma,SC,2,1,Atlético,MG,Criciúma SC - 2,Atlético MG - 1,21
207,21ª,21:30,São Paulo                     SP  1  x  0  Flamengo                     RJ,Morumbis,São Paulo,SP,2025-08-03 00:00:00,sab,São Paulo,SP,1,0,Flamengo,RJ,São Paulo SP - 1,Flamengo RJ - 0,21
204,21ª,16:00,Fluminense                   RJ  1  x  0  Bahia                            BA,Maracanã,Rio de Janeiro,RJ,04/08,dom,Fluminense,RJ,1,0,Bahia,BA,Fluminense RJ - 1,Bahia BA - 0,21
206,21ª,16:00,Corinthians                   SP  1  x  1  Juventude                    RS,Neo Química Arena,São Paulo,SP,04/08,dom,Corinthians,SP,1,1,Juventude,RS,Corinthians SP - 1,Juventude RS - 1,21
208,21ª,16:00,Athletico                       PR  0  x  2  Grêmio                         RS,Ligga Arena,Curitiba,PR,04/08,dom,Athletico,PR,0,2,Grêmio,RS,Athletico PR - 0,Grêmio RS - 2,21
201,21ª,17:00,Internacional                 RS  1  x  1  Palmeiras                     SP,Beira-Rio,Porto Alegre,RS,04/08,dom,Internacional,RS,1,1,Palmeiras,SP,Internacional RS - 1,Palmeiras SP - 1,21
202,21ª,21:00,Cruzeiro                        MG 1  x  2  Fortaleza                      CE,Kleber Andrade,Cariacica,ES,05/08,seg,Cruzeiro,MG,1,2,Fortaleza,CE,Cruzeiro MG - 1,Fortaleza CE - 2,21
218,22ª,16:00,Fortaleza                      CE  1  x  0  Criciúma                       SC,Arena Castelão,Fortaleza,CE,2025-08-10 00:00:00,sab,Fortaleza,CE,1,0,Criciúma,SC,Fortaleza CE - 1,Criciúma SC - 0,22
219,22ª,19:00,Cuiabá                          MT  1  x  3  Grêmio                         RS,Arena Pantanal,Cuiabá,MT,2025-08-10 00:00:00,sab,Cuiabá,MT,1,3,Grêmio,RS,Cuiabá MT - 1,Grêmio RS - 3,22
212,22ª,21:30,Cruzeiro                        MG 0  x  0  Atlético                         MG,Mineirão,Belo Horizonte,MG,2025-08-10 00:00:00,sab,Cruzeiro,MG,0,0,Atlético,MG,Cruzeiro MG - 0,Atlético MG - 0,22
215,22ª,21:30,Vasco da Gama           RJ  2  x  0  Fluminense                  RJ,Nilton Santos,Rio de Janeiro,RJ,2025-08-10 00:00:00,sab,Vasco da Gama,RJ,2,0,Fluminense,RJ,Vasco da Gama RJ - 2,Fluminense RJ - 0,22
216,22ª,21:30,Corinthians                   SP  1  x  1  Red Bull Bragantino    SP,Neo Química Arena,São Paulo,SP,2025-08-10 00:00:00,sab,Corinthians,SP,1,1,Red Bull Bragantino,SP,Corinthians SP - 1,Red Bull Bragantino SP - 1,22
220,22ª,11:00,Juventude                     RS  3  x  2  Botafogo                      RJ,Alfredo Jaconi,Caxias do Sul,RS,11/08,dom,Juventude,RS,3,2,Botafogo,RJ,Juventude RS - 3,Botafogo RJ - 2,22
213,22ª,16:00,Bahia                            BA  2  x  0  Vitória                           BA,Arena Fonte Nova,Salvador,BA,11/08,dom,Bahia,BA,2,0,Vitória,BA,Bahia BA - 2,Vitória BA - 0,22
214,22ª,16:00,Flamengo                     RJ  1  x  1  Palmeiras                     SP,Maracanã,Rio de Janeiro,RJ,11/08,dom,Flamengo,RJ,1,1,Palmeiras,SP,Flamengo RJ - 1,Palmeiras SP - 1,22
217,22ª,16:00,São Paulo                     SP  1  x  0  Atlético                         GO,Morumbis,São Paulo,SP,11/08,dom,São Paulo,SP,1,0,Atlético,GO,São Paulo SP - 1,Atlético GO - 0,22
211,22ª,19:00,Internacional                 RS  2  x  2  Athletico                       PR,Beira-Rio,Porto Alegre,RS,11/08,dom,Internacional,RS,2,2,Athletico,PR,Internacional RS - 2,Athletico PR - 2,22
222,23ª,16:00,Atlético                          MG 1  x  1  Cuiabá                          MT,Arena MRV,Belo Horizonte,MG,2025-08-17 00:00:00,sab,Atlético,MG,1,1,Cuiabá,MT,Atlético MG - 1,Cuiabá MT - 1,23
221,23ª,16:00,Grêmio                          RS  0  x  2  Bahia                            BA,Alfredo Jaconi,Caxias do Sul,RS,2025-08-17 00:00:00,sab,Grêmio,RS,0,2,Bahia,BA,Grêmio RS - 0,Bahia BA - 2,23
227,23ª,18:30,Red Bull Bragantino     SP  1  x  2  Fortaleza                      CE,Nabi Abi Chedid,Bragança Paulista,SP,2025-08-17 00:00:00,sab,Red Bull Bragantino,SP,1,2,Fortaleza,CE,Red Bull Bragantino SP - 1,Fortaleza CE - 2,23
224,23ª,21:00,Fluminense                   RJ  0  x  0  Corinthians                   SP,Maracanã,Rio de Janeiro,RJ,2025-08-17 00:00:00,sab,Fluminense,RJ,0,0,Corinthians,SP,Fluminense RJ - 0,Corinthians SP - 0,23
"226
229",23ª,16:00,Palmeiras                     SP  2  x  1  São Paulo                    SP,Allianz Parque,São Paulo,SP,18/08,dom,Palmeiras,SP,2,1,São Paulo,SP,Palmeiras SP - 2,São Paulo SP - 1,23
,23ª,16:00,Atlético                          GO 1  x  0  Internacional                RS,Antônio Accioly,Goiânia,GO,18/08,dom,Atlético,GO,1,0,Internacional,RS,Atlético GO - 1,Internacional RS - 0,23
230,23ª,16:00,Criciúma                       SC  2  x  2  Vasco da Gama           RJ,Heriberto Hulse,Criciúma,SC,18/08,dom,Criciúma,SC,2,2,Vasco da Gama,RJ,Criciúma SC - 2,Vasco da Gama RJ - 2,23
228,23ª,18:30,Athletico                       PR  1  x  2  Juventude                    RS,Ligga Arena,Curitiba,PR,18/08,dom,Athletico,PR,1,2,Juventude,RS,Athletico PR - 1,Juventude RS - 2,23
225,23ª,18:30,Botafogo                       RJ  4  x  1  Flamengo                     RJ,Nilton Santos,Rio de Janeiro,RJ,18/08,dom,Botafogo,RJ,4,1,Flamengo,RJ,Botafogo RJ - 4,Flamengo RJ - 1,23
223,23ª,20:00,Vitória                           BA  2  x  2  Cruzeiro                       MG,Manoel Barradas,Salvador,BA,19/08,seg,Vitória,BA,2,2,Cruzeiro,MG,Vitória BA - 2,Cruzeiro MG - 2,23
239,24ª,16:00,Atlético                          GO 2  x  1  Juventude                    RS,Antônio Accioly,Goiânia,GO,2025-08-24 00:00:00,sab,Atlético,GO,2,1,Juventude,RS,Atlético GO - 2,Juventude RS - 1,24
236,24ª,18:30,Palmeiras                     SP  5  x  0  Cuiabá                          MT,Brinco de Ouro,Campinas,SP,2025-08-24 00:00:00,sab,Palmeiras,SP,5,0,Cuiabá,MT,Palmeiras SP - 5,Cuiabá MT - 0,24
232,24ª,21:00,Atlético                          MG 0  x  2  Fluminense                  RJ,Mineirão,Belo Horizonte,MG,2025-08-24 00:00:00,sab,Atlético,MG,0,2,Fluminense,RJ,Atlético MG - 0,Fluminense RJ - 2,24
240,24ª,16:00,Criciúma                       SC  0  x  1  Grêmio                         RS,Heriberto Hulse,Criciúma,SC,25/08,dom,Criciúma,SC,0,1,Grêmio,RS,Criciúma SC - 0,Grêmio RS - 1,24
233,24ª,16:00,Bahia                            BA  0  x  0  Botafogo                      RJ,Arena Fonte Nova,Salvador,BA,25/08,dom,Bahia,BA,0,0,Botafogo,RJ,Bahia BA - 0,Botafogo RJ - 0,24
238,24ª,16:00,Fortaleza                      CE  1  x  0  Corinthians                   SP,Arena Castelão,Fortaleza,CE,25/08,dom,Fortaleza,CE,1,0,Corinthians,SP,Fortaleza CE - 1,Corinthians SP - 0,24
237,24ª,18:30,São Paulo                     SP  2  x  1  Vitória                           BA,Morumbis,São Paulo,SP,25/08,dom,São Paulo,SP,2,1,Vitória,BA,São Paulo SP - 2,Vitória BA - 1,24
231,24ª,19:00,Internacional                 RS  1  x  0  Cruzeiro                       MG,Beira-Rio,Porto Alegre,RS,25/08,dom,Internacional,RS,1,0,Cruzeiro,MG,Internacional RS - 1,Cruzeiro MG - 0,24
234,24ª,20:00,Flamengo                     RJ  2  x  1  Red Bull Bragantino    SP,Maracanã,Rio de Janeiro,RJ,25/08,dom,Flamengo,RJ,2,1,Red Bull Bragantino,SP,Flamengo RJ - 2,Red Bull Bragantino SP - 1,24
235,24ª,21:00,Vasco da Gama           RJ  2  x  1  Athletico                       PR,São Januário,Rio de Janeiro,RJ,26/08,seg,Vasco da Gama,RJ,2,1,Athletico,PR,Vasco da Gama RJ - 2,Athletico PR - 1,24
249,25ª,18:30,Cuiabá                          MT  2  x  1  Criciúma                       SC,Arena Pantanal,Cuiabá,MT,2025-08-31 00:00:00,sab,Cuiabá,MT,2,1,Criciúma,SC,Cuiabá MT - 2,Criciúma SC - 1,25
245,25ª,21:00,Botafogo                       RJ  2  x  0  Fortaleza                      CE,Nilton Santos,Rio de Janeiro,RJ,2025-08-31 00:00:00,sab,Botafogo,RJ,2,0,Fortaleza,CE,Botafogo RJ - 2,Fortaleza CE - 0,25
242,25ª,11:00,Cruzeiro                        MG 3  x  1  Atlético                         GO,Mineirão,Belo Horizonte,MG,01/09,dom,Cruzeiro,MG,3,1,Atlético,GO,Cruzeiro MG - 3,Atlético GO - 1,25
241,25ª,11:00,Grêmio                          RS  2  x  3  Atlético                         MG,Arena do Grêmio,Porto Alegre,RS,01/09,dom,Grêmio,RS,2,3,Atlético,MG,Grêmio RS - 2,Atlético MG - 3,25
246,25ª,16:00,Corinthians                   SP  2  x  1  Flamengo                     RJ,Neo Química Arena,São Paulo,SP,01/09,dom,Corinthians,SP,2,1,Flamengo,RJ,Corinthians SP - 2,Flamengo RJ - 1,25
248,25ª,18:30,Athletico                       PR  0  x  2  Palmeiras                     SP,Ligga Arena,Curitiba,PR,01/09,dom,Athletico,PR,0,2,Palmeiras,SP,Athletico PR - 0,Palmeiras SP - 2,25
243,25ª,18:30,Vitória                           BA  0  x  1  Vasco da Gama           RJ,Manoel Barradas,Salvador,BA,01/09,dom,Vitória,BA,0,1,Vasco da Gama,RJ,Vitória BA - 0,Vasco da Gama RJ - 1,25
244,25ª,18:30,Fluminense                   RJ  2  x  0  São Paulo                    SP,Maracanã,Rio de Janeiro,RJ,01/09,dom,Fluminense,RJ,2,0,São Paulo,SP,Fluminense RJ - 2,São Paulo SP - 0,25
247,25ª,18:30,Red Bull Bragantino     SP  2  x  1  Bahia                            BA,Nabi Abi Chedid,Bragança Paulista,SP,01/09,dom,Red Bull Bragantino,SP,2,1,Bahia,BA,Red Bull Bragantino SP - 2,Bahia BA - 1,25
250,25ª,18:30,Juventude                     RS  1  x  3  Internacional                RS,Alfredo Jaconi,Caxias do Sul,RS,01/09,dom,Juventude,RS,1,3,Internacional,RS,Juventude RS - 1,Internacional RS - 3,25
259,26ª,16:00,Atlético                          GO 0  x  2  Vitória                           BA,Antônio Accioly,Goiânia,GO,2025-09-14 00:00:00,sab,Atlético,GO,0,2,Vitória,BA,Atlético GO - 0,Vitória BA - 2,26
258,26ª,18:30,Athletico                       PR  1  x  1  Fortaleza                      CE,Ligga Arena,Curitiba,PR,2025-09-14 00:00:00,sab,Athletico,PR,1,1,Fortaleza,CE,Athletico PR - 1,Fortaleza CE - 1,26
255,26ª,21:00,Botafogo                       RJ  2  x  1  Corinthians                   SP,Nilton Santos,Rio de Janeiro,RJ,2025-09-14 00:00:00,sab,Botafogo,RJ,2,1,Corinthians,SP,Botafogo RJ - 2,Corinthians SP - 1,26
256,26ª,16:00,Palmeiras                     SP  5  x  0  Criciúma                       SC,Allianz Parque,São Paulo,SP,15/09,dom,Palmeiras,SP,5,0,Criciúma,SC,Palmeiras SP - 5,Criciúma SC - 0,26
257,26ª,16:00,Red Bull Bragantino     SP  2  x  2  Grêmio                         RS,Nabi Abi Chedid,Bragança Paulista,SP,15/09,dom,Red Bull Bragantino,SP,2,2,Grêmio,RS,Red Bull Bragantino SP - 2,Grêmio RS - 2,26
260,26ª,16:00,Juventude                     RS  2  x  1  Fluminense                  RJ,Alfredo Jaconi,Caxias do Sul,RS,15/09,dom,Juventude,RS,2,1,Fluminense,RJ,Juventude RS - 2,Fluminense RJ - 1,26
252,26ª,18:30,Cruzeiro                        MG 0  x  1  São Paulo                    SP,Mineirão,Belo Horizonte,MG,15/09,dom,Cruzeiro,MG,0,1,São Paulo,SP,Cruzeiro MG - 0,São Paulo SP - 1,26
253,26ª,18:30,Bahia                            BA  3  x  0  Atlético                         MG,Arena Fonte Nova,Salvador,BA,15/09,dom,Bahia,BA,3,0,Atlético,MG,Bahia BA - 3,Atlético MG - 0,26
254,26ª,18:30,Flamengo                     RJ  1  x  1  Vasco da Gama           RJ,Maracanã,Rio de Janeiro,RJ,15/09,dom,Flamengo,RJ,1,1,Vasco da Gama,RJ,Flamengo RJ - 1,Vasco da Gama RJ - 1,26
251,26ª,20:00,Internacional                 RS  3  x  0  Cuiabá                          MT,Beira-Rio,Porto Alegre,RS,16/09,seg,Internacional,RS,3,0,Cuiabá,MT,Internacional RS - 3,Cuiabá MT - 0,26
263,27ª,16:00,Vitória                           BA  1  x  0  Juventude                    RS,Manoel Barradas,Salvador,BA,2025-09-21 00:00:00,sab,Vitória,BA,1,0,Juventude,RS,Vitória BA - 1,Juventude RS - 0,27
266,27ª,16:00,Corinthians                   SP  3  x  0  Atlético                         GO,Neo Química Arena,São Paulo,SP,2025-09-21 00:00:00,sab,Corinthians,SP,3,0,Atlético,GO,Corinthians SP - 3,Atlético GO - 0,27
264,27ª,18:30,Fluminense                   RJ  0  x  1  Botafogo                      RJ,Maracanã,Rio de Janeiro,RJ,2025-09-21 00:00:00,sab,Fluminense,RJ,0,1,Botafogo,RJ,Fluminense RJ - 0,Botafogo RJ - 1,27
268,27ª,21:00,Fortaleza                      CE  4  x  1  Bahia                            BA,Arena Castelão,Fortaleza,CE,2025-09-21 00:00:00,sab,Fortaleza,CE,4,1,Bahia,BA,Fortaleza CE - 4,Bahia BA - 1,27
262,27ª,16:00,Atlético                          MG 3  x  0  Red Bull Bragantino    SP,Arena MRV,Belo Horizonte,MG,22/09,dom,Atlético,MG,3,0,Red Bull Bragantino,SP,Atlético MG - 3,Red Bull Bragantino SP - 0,27
265,27ª,16:00,Vasco da Gama           RJ  0  x  1  Palmeiras                     SP,Mané Garrincha,Brasília,DF,22/09,dom,Vasco da Gama,RJ,0,1,Palmeiras,SP,Vasco da Gama RJ - 0,Palmeiras SP - 1,27
267,27ª,18:30,São Paulo                     SP  1  x  3  Internacional                RS,Morumbis,São Paulo,SP,22/09,dom,São Paulo,SP,1,3,Internacional,RS,São Paulo SP - 1,Internacional RS - 3,27
269,27ª,18:30,Cuiabá                          MT  0  x  0  Cruzeiro                       MG,Arena Pantanal,Cuiabá,MT,22/09,dom,Cuiabá,MT,0,0,Cruzeiro,MG,Cuiabá MT - 0,Cruzeiro MG - 0,27
261,27ª,18:30,Grêmio                          RS  3  x  2  Flamengo                     RJ,Arena do Grêmio,Porto Alegre,RS,22/09,dom,Grêmio,RS,3,2,Flamengo,RJ,Grêmio RS - 3,Flamengo RJ - 2,27
270,27ª,20:00,Criciúma                       SC  0  x  0  Athletico                       PR,Heriberto Hulse,Criciúma,SC,22/09,dom,Criciúma,SC,0,0,Athletico,PR,Criciúma SC - 0,Athletico PR - 0,27
276,28ª,18:30,Palmeiras                     SP  2  x  1  Atlético                         MG,Brinco de Ouro,Campinas,SP,2025-09-28 00:00:00,sab,Palmeiras,SP,2,1,Atlético,MG,Palmeiras SP - 2,Atlético MG - 1,28
275,28ª,21:00,Botafogo                       RJ  0  x  0  Grêmio                         RS,Mané Garrincha,Brasília,DF,2025-09-28 00:00:00,sab,Botafogo,RJ,0,0,Grêmio,RS,Botafogo RJ - 0,Grêmio RS - 0,28
280,28ª,11:00,Juventude                     RS  1  x  1  Red Bull Bragantino    SP,Alfredo Jaconi,Caxias do Sul,RS,29/09,dom,Juventude,RS,1,1,Red Bull Bragantino,SP,Juventude RS - 1,Red Bull Bragantino SP - 1,28
277,28ª,16:00,São Paulo                     SP  3  x  1  Corinthians                   SP,Mané Garrincha,Brasília,DF,29/09,dom,São Paulo,SP,3,1,Corinthians,SP,São Paulo SP - 3,Corinthians SP - 1,28
278,28ª,16:00,Fortaleza                      CE  1  x  0  Cuiabá                          MT,Arena Castelão,Fortaleza,CE,29/09,dom,Fortaleza,CE,1,0,Cuiabá,MT,Fortaleza CE - 1,Cuiabá MT - 0,28
279,28ª,16:00,Atlético                          GO 1  x  0  Fluminense                  RJ,Antônio Accioly,Goiânia,GO,29/09,dom,Atlético,GO,1,0,Fluminense,RJ,Atlético GO - 1,Fluminense RJ - 0,28
271,28ª,18:30,Internacional                 RS  3  x  1  Vitória                           BA,Beira-Rio,Porto Alegre,RS,29/09,dom,Internacional,RS,3,1,Vitória,BA,Internacional RS - 3,Vitória BA - 1,28
272,28ª,18:30,Cruzeiro                        MG 1  x  1  Vasco da Gama           RJ,Mineirão,Belo Horizonte,MG,29/09,dom,Cruzeiro,MG,1,1,Vasco da Gama,RJ,Cruzeiro MG - 1,Vasco da Gama RJ - 1,28
273,28ª,18:30,Bahia                            BA  1  x  0  Criciúma                       SC,Arena Fonte Nova,Salvador,BA,29/09,dom,Bahia,BA,1,0,Criciúma,SC,Bahia BA - 1,Criciúma SC - 0,28
274,28ª,20:00,Flamengo                     RJ  1  x  0  Athletico                       PR,Maracanã,Rio de Janeiro,RJ,29/09,dom,Flamengo,RJ,1,0,Athletico,PR,Flamengo RJ - 1,Athletico PR - 0,28
290,29ª,19:00,Criciúma                       SC  2  x  0  Atlético                         GO,Heriberto Hulse,Criciúma,SC,03/10,qui,Criciúma,SC,2,0,Atlético,GO,Criciúma SC - 2,Atlético GO - 0,29
284,29ª,21:30,Fluminense                   RJ  1  x  0  Cruzeiro                       MG,Maracanã,Rio de Janeiro,RJ,03/10,qui,Fluminense,RJ,1,0,Cruzeiro,MG,Fluminense RJ - 1,Cruzeiro MG - 0,29
281,29ª,21:30,Grêmio                          RS  3  x  1  Fortaleza                      CE,Arena do Grêmio,Porto Alegre,RS,04/10,sex,Grêmio,RS,3,1,Fortaleza,CE,Grêmio RS - 3,Fortaleza CE - 1,29
282,29ª,16:30,Atlético                          MG 2  x  2  Vitória                           BA,Arena MRV,Belo Horizonte,MG,04/10,sex,Atlético,MG,2,2,Vitória,BA,Atlético MG - 2,Vitória BA - 2,29
287,29ª,16:30,Red Bull Bragantino     SP  0  x  0  Palmeiras                     SP,Nabi Abi Chedid,Bragança Paulista,SP,04/10,sex,Red Bull Bragantino,SP,0,0,Palmeiras,SP,Red Bull Bragantino SP - 0,Palmeiras SP - 0,29
288,29ª,16:30,Athletico                       PR  0  x  1  Botafogo                      RJ,Ligga Arena,Curitiba,PR,04/10,sex,Athletico,PR,0,1,Botafogo,RJ,Athletico PR - 0,Botafogo RJ - 1,29
283,29ª,19:00,Bahia                            BA  0  x  2  Flamengo                     RJ,Arena Fonte Nova,Salvador,BA,04/10,sex,Bahia,BA,0,2,Flamengo,RJ,Bahia BA - 0,Flamengo RJ - 2,29
286,29ª,19:00,Corinthians                   SP  2  x  2  Internacional                RS,Neo Química Arena,São Paulo,SP,04/10,sex,Corinthians,SP,2,2,Internacional,RS,Corinthians SP - 2,Internacional RS - 2,29
289,29ª,19:00,Cuiabá                          MT  2  x  0  São Paulo                    SP,Arena Pantanal,Cuiabá,MT,04/10,sex,Cuiabá,MT,2,0,São Paulo,SP,Cuiabá MT - 2,São Paulo SP - 0,29
285,29ª,21:00,Vasco da Gama           RJ  1  x  1  Juventude                    RS,São Januário,Rio de Janeiro,RJ,04/10,sex,Vasco da Gama,RJ,1,1,Juventude,RS,Vasco da Gama RJ - 1,Juventude RS - 1,29
297,30ª,21:45,São Paulo                     SP  3  x  0  Vasco da Gama           RJ,Brinco de Ouro,Campinas,SP,16/10,qua,São Paulo,SP,3,0,Vasco da Gama,RJ,São Paulo SP - 3,Vasco da Gama RJ - 0,30
298,30ª,21:45,Fortaleza                      CE  1  x  1  Atlético                         MG,Arena Castelão,Fortaleza,CE,16/10,qua,Fortaleza,CE,1,1,Atlético,MG,Fortaleza CE - 1,Atlético MG - 1,30
294,30ª,20:00,Flamengo                     RJ  0  x  2  Fluminense                  RJ,Maracanã,Rio de Janeiro,RJ,17/10,qui,Flamengo,RJ,0,2,Fluminense,RJ,Flamengo RJ - 0,Fluminense RJ - 2,30
296,30ª,20:00,Corinthians                   SP  5  x  2  Athletico                       PR,Neo Quimica Arena,São Paulo,SP,17/10,qui,Corinthians,SP,5,2,Athletico,PR,Corinthians SP - 5,Athletico PR - 2,30
299,30ª,19:00,Atlético                          GO 0  x  0  Cuiabá                          MT,Antônio Accioly,Goiânia,GO,18/10,sex,Atlético,GO,0,0,Cuiabá,MT,Atlético GO - 0,Cuiabá MT - 0,30
295,30ª,20:00,Botafogo                       RJ  1  x  1  Criciúma                       SC,Maracanã,Rio de Janeiro,RJ,18/10,sex,Botafogo,RJ,1,1,Criciúma,SC,Botafogo RJ - 1,Criciúma SC - 1,30
